site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon
-------,-----,----------------------------------------,-------,-------,--------,---------,--------------,---,----------,--------,------,NA,NA,NA,NA
035124,35,CLERMONT AIRPORT,2010,..,-22.7756,147.6217,GPS,QLD,270.3,270.9,94395,"Clermont, QLD ",/places/qld/clermont/,-22.776,147.622
035125,35,RABY CREEK STATION,1968,1975,-23.9667,149.3833,.....,QLD,189.6,..,..,"Wooroona, QLD ",/places/qld/TE3J/?location=Wooroona,-23.967,149.383
035126,35,NORWICH PARK,1967,1970,-22.7000,148.4167,.....,QLD,213.4,..,..,"Dysart, QLD ",/places/qld/TKJN/?location=Dysart,-22.700,148.417
035127,35,MOUNT OSCAR,1967,1997,-22.7775,147.8564,.....,QLD,274.0,..,..,"Cheeseborough, QLD ",/places/qld/TK4U/?location=Cheeseborough,-22.777,147.856
035128,35,SORREL HILLS,1968,1973,-23.5500,149.6667,.....,QLD,340.0,..,..,"Duaringa, QLD ",/places/qld/TEDM/?location=Duaringa,-23.550,149.667
035129,35,ROLLESTON AIRPORT,2010,..,-24.4617,148.6264,GPS,QLD,219.5,220.2,94396,"Rolleston, QLD ",/places/qld/rolleston/,-24.462,148.626
035130,35,SLATEY CREEK,1968,1974,-23.6167,149.7833,.....,QLD,..,..,..,"Gogango, QLD ",/places/qld/TEDU/?location=Gogango,-23.617,149.783
035131,35,TALAGAI,1968,..,-23.1331,148.5267,GPS,QLD,305.0,..,..,"Lilyvale, QLD ",/places/qld/T7VT/?location=Lilyvale,-23.133,148.527
035132,35,NEW CALEDONIA,1968,..,-23.4292,148.9272,GPS,QLD,152.0,..,..,"Bluff, QLD ",/places/qld/T7XR/?location=Bluff,-23.429,148.927
035133,35,MEROO,1968,1972,-24.0833,148.6000,.....,QLD,200.0,..,..,"Togara, QLD ",/places/qld/T7MF/?location=Togara,-24.083,148.600
035134,35,BLACKWATER AIRPORT,2013,..,-23.6015,148.8074,GPS,QLD,193.0,193.5,94398,"Stewarton, QLD ",/places/qld/T7WU/?location=Stewarton,-23.602,148.807
035135,35,HORNET BANK HOMESTEAD,1911,..,-25.7064,149.4078,GPS,QLD,241.0,..,..,"Kinnoul, QLD ",/places/qld/TD36/?location=Kinnoul,-25.706,149.408
035136,35,CHARLEVUE HOMESTEAD,1968,2002,-23.6564,149.1769,GPS,QLD,143.0,..,..,"Dingo, QLD ",/places/qld/TE87/?location=Dingo,-23.656,149.177
035137,35,KULLANDA,1968,2001,-24.0528,148.9383,.....,QLD,457.0,..,..,"Humboldt, QLD ",/places/qld/T7R7/?location=Humboldt,-24.053,148.938
035138,35,GLENDON,1969,1977,-23.6333,147.8000,.....,QLD,248.0,..,..,"The Gemfields, QLD ",/places/qld/T7DE/?location=The Gemfields,-23.633,147.800
035139,35,LOCHINGTON,2010,..,-23.9424,147.5250,GPS,QLD,267.2,267.9,94399,"Lochington, QLD ",/places/qld/T73M/?location=Lochington,-23.942,147.525
035140,35,MOWBRAY,1969,1975,-23.8667,147.6000,.....,QLD,219.0,..,..,"Lochington, QLD ",/places/qld/T73X/?location=Lochington,-23.867,147.600
035141,35,COO-EE DOWNS,1969,1975,-25.8333,149.3833,.....,QLD,235.0,..,..,"Eurombah, QLD ",/places/qld/TD1P/?location=Eurombah,-25.833,149.383
035142,35,CALDERVALE STATION,1935,..,-25.1011,146.8311,GPS,QLD,518.2,..,..,"Caldervale, QLD ",/places/qld/T4WQ/?location=Caldervale,-25.101,146.831
035143,35,MARYVALE SPRINGS,1969,..,-24.0569,145.9083,.....,QLD,400.0,..,..,"Blackall, QLD ",/places/qld/T56E/?location=Blackall,-24.057,145.908
035144,35,GAINSFORD,1957,1983,-23.7167,149.7667,.....,QLD,49.0,..,..,"Boolburra, QLD ",/places/qld/TEDF/?location=Boolburra,-23.717,149.767
035145,35,ROLLESTON,1956,..,-24.4667,148.6194,GPS,QLD,200.0,..,..,"Rolleston, QLD ",/places/qld/T7JG/?location=Rolleston,-24.467,148.619
035146,35,EMERALD RADAR AL,2009,..,-23.5500,148.2397,GPS,QLD,188.0,..,..,"Unnamed location, QLD ",/places/qld/T7SM/?location=Unnamed location,-23.550,148.240
035147,35,EMERALD DPI FIELD STATION,1967,2009,-23.4669,148.1519,GPS,QLD,188.0,..,..,"Unnamed location, QLD ",/places/qld/T7SP/?location=Unnamed location,-23.467,148.152
035148,35,MOONAH,1971,2015,-25.7889,148.9219,.....,QLD,400.0,..,..,"Beilba, QLD ",/places/qld/T6R0/?location=Beilba,-25.789,148.922
035149,35,BRIGALOW RESEARCH STN,1965,2012,-24.8353,149.8003,GPS,QLD,168.0,..,..,"Roundstone, QLD ",/places/qld/TDFG/?location=Roundstone,-24.835,149.800
035150,35,RAYMOND,1941,..,-24.2317,147.6450,GPS,QLD,270.0,..,..,"Nandowrie, QLD ",/places/qld/T71Z/?location=Nandowrie,-24.232,147.645
035151,35,MOUNT KINGSLEY,1965,..,-25.2797,148.8500,.....,QLD,350.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6WF/?location=Arcadia Valley,-25.280,148.850
035152,35,SUNRISE,1970,1976,-25.3333,148.1000,.....,QLD,660.0,..,..,"Mount Howe, QLD ",/places/qld/T6EC/?location=Mount Howe,-25.333,148.100
035153,35,MOUNT LOWE,1970,2012,-22.9239,148.1383,GPS,QLD,304.8,..,..,"Lowestoff, QLD ",/places/qld/TK5F/?location=Lowestoff,-22.924,148.138
035154,35,MOORABINDA,1937,2015,-25.8867,149.3233,.....,QLD,220.0,..,..,"Eurombah, QLD ",/places/qld/TD0Y/?location=Eurombah,-25.887,149.323
035155,35,DUCABROOK,1970,1975,-23.9000,147.4500,.....,QLD,292.0,..,..,"Lochington, QLD ",/places/qld/T73N/?location=Lochington,-23.900,147.450
035156,35,TANGO,1978,1988,-23.4333,147.0167,.....,QLD,..,..,..,"Pine Hill, QLD ",/places/qld/T5XR/?location=Pine Hill,-23.433,147.017
035157,35,WALTON,1898,1908,-23.6000,149.1333,.....,QLD,..,..,..,"Bluff, QLD ",/places/qld/TE8H/?location=Bluff,-23.600,149.133
035158,35,HILLVIEW,1921,1924,-22.8667,147.4667,.....,QLD,..,..,..,"Unnamed location, QLD ",/places/qld/TK15/?location=Unnamed location,-22.867,147.467
035159,35,MEDWAY STATION,1973,1985,-23.7500,147.3333,.....,QLD,..,..,..,"Lochington, QLD ",/places/qld/T789/?location=Lochington,-23.750,147.333
035160,35,TULACH ARD,1973,1984,-23.5833,148.7667,.....,QLD,183.0,..,..,"Comet, QLD ",/places/qld/T7WS/?location=Comet,-23.583,148.767
035161,35,CHAMPION,1914,1925,-24.2333,145.8833,.....,QLD,..,..,..,"Blackall, QLD ",/places/qld/T54X/?location=Blackall,-24.233,145.883
035162,35,BAFFLE CREEK,1923,1927,-25.6667,148.9667,.....,QLD,..,..,..,"Beilba, QLD ",/places/qld/T6R7/?location=Beilba,-25.667,148.967
035163,35,WARRONG STATION,1909,1929,-25.1667,147.9167,.....,QLD,..,..,..,"Mount Moffatt, QLD ",/places/qld/T6EJ/?location=Mount Moffatt,-25.167,147.917
035164,35,MONKLANDS,1971,..,-23.4078,146.4636,.....,QLD,396.0,..,..,"Hobartville, QLD ",/places/qld/T5UB/?location=Hobartville,-23.408,146.464
035165,35,DURRANDELLA,1958,..,-24.0712,146.6129,GPS,QLD,419.0,..,..,"Drummondslope, QLD ",/places/qld/T5ME/?location=Drummondslope,-24.071,146.613
035166,35,THALMERA,1972,1975,-24.6333,149.6333,.....,QLD,143.0,..,..,"Rhydding, QLD ",/places/qld/TDFP/?location=Rhydding,-24.633,149.633
035167,35,KARAMEA,1968,1989,-24.5200,149.7703,.....,QLD,100.0,..,..,"Alberta, QLD ",/places/qld/TE4F/?location=Alberta,-24.520,149.770
035168,35,BURKAN,1953,1988,-23.2200,149.4733,.....,QLD,110.0,..,..,"Mackenzie, QLD ",/places/qld/TECS/?location=Mackenzie,-23.220,149.473
035169,35,CHESHIRE,1972,1995,-24.2547,146.4503,GPS,QLD,430.0,..,..,"Drummondslope, QLD ",/places/qld/T5HZ/?location=Drummondslope,-24.255,146.450
035170,35,WILPEENA,1972,..,-23.1014,148.9231,GPS,QLD,110.0,..,..,"Mackenzie River, QLD ",/places/qld/T7ZQ/?location=Mackenzie River,-23.101,148.923
035171,35,OAKEY FARM,1961,1997,-22.8172,147.4775,.....,QLD,340.0,..,..,"Unnamed location, QLD ",/places/qld/TK1H/?location=Unnamed location,-22.817,147.477
035172,35,MELMOTH,1914,..,-23.4542,149.2608,GPS,QLD,121.9,..,..,"Dingo, QLD ",/places/qld/TE8X/?location=Dingo,-23.454,149.261
035173,35,FAIRVIEW,1972,2005,-24.3225,147.0125,.....,QLD,365.8,..,..,"Lochington, QLD ",/places/qld/T5PN/?location=Lochington,-24.323,147.012
035174,35,YANTUMARA,1972,..,-24.4686,149.2664,.....,QLD,122.0,..,..,"Goomally, QLD ",/places/qld/TE0E/?location=Goomally,-24.469,149.266
035175,35,MOUNT NICHOLSON,1967,2011,-24.8444,149.0997,GPS,QLD,240.0,..,..,"Mungabunda, QLD ",/places/qld/T6ZG/?location=Mungabunda,-24.844,149.100
035176,35,MOORAMIN,1931,2000,-22.5514,147.8553,.....,QLD,370.0,..,..,"Wolfang, QLD ",/places/qld/TK6C/?location=Wolfang,-22.551,147.855
035177,35,ARALUEN,1972,..,-22.6900,147.6658,GPS,QLD,290.0,..,..,"Wolfang, QLD ",/places/qld/TK1Y/?location=Wolfang,-22.690,147.666
035178,35,BROADMERE,1917,2016,-25.5086,149.5256,GPS,QLD,270.0,..,..,"Broadmere, QLD ",/places/qld/broadmere/,-25.509,149.526
035179,35,NATOMA DOWNS,1967,1976,-22.9500,147.8333,.....,QLD,254.0,..,..,"Hibernia, QLD ",/places/qld/TK49/?location=Hibernia,-22.950,147.833
035180,35,WADDY BRAE,1965,2008,-25.6097,148.9450,GPS,QLD,470.0,..,..,"Beilba, QLD ",/places/qld/T6RK/?location=Beilba,-25.610,148.945
035181,35,BEDOURIE STATION,1949,1987,-25.0000,149.0500,.....,QLD,340.0,..,..,"Glenhaughton, QLD ",/places/qld/T6ZB/?location=Glenhaughton,-25.000,149.050
035182,35,KINNOUL,1906,..,-25.6753,149.6331,GPS,QLD,200.0,..,..,"Kinnoul, QLD ",/places/qld/TD64/?location=Kinnoul,-25.675,149.633
035183,35,BATHAMPTON,1964,2008,-22.7953,147.5781,GPS,QLD,277.0,..,..,"Unnamed location, QLD ",/places/qld/TK1S/?location=Unnamed location,-22.795,147.578
035184,35,KARVELLA,1972,1978,-23.6000,148.4333,.....,QLD,180.0,..,..,"Comet, QLD ",/places/qld/T7TH/?location=Comet,-23.600,148.433
035185,35,CAPELLA (ROWE'S HILL) ALERT,2010,..,-23.1206,148.0406,GPS,QLD,484.0,..,..,"Chirnside, QLD ",/places/qld/T7GW/?location=Chirnside,-23.121,148.041
035186,35,BLACKDOWN TABLELAND AL,2010,..,-23.7744,149.1172,.....,QLD,952.0,..,..,"Blackdown, QLD ",/places/qld/TE81/?location=Blackdown,-23.774,149.117
035187,35,VALERIA ALERT,2009,..,-23.1856,147.8947,Unknown,QLD,207.0,..,..,"Carbine Creek, QLD ",/places/qld/T7FU/?location=Carbine Creek,-23.186,147.895
035188,35,YANDABURRA,1940,..,-24.6978,147.4967,.....,QLD,490.0,..,..,"Buckland, QLD ",/places/qld/T6CQ/?location=Buckland,-24.698,147.497
035189,35,CONSUELO,1888,..,-24.6553,148.4594,GPS,QLD,240.0,..,..,"Consuelo, QLD ",/places/qld/T6VR/?location=Consuelo,-24.655,148.459
035190,35,MINNIE DOWNS,1888,..,-25.0311,145.8664,GPS,QLD,380.0,..,..,"Minnie Downs, QLD ",/places/qld/T4DR/?location=Minnie Downs,-25.031,145.866
035191,35,WOOROONA,1918,1981,-24.0500,149.4000,.....,QLD,..,..,..,"Wooroona, QLD ",/places/qld/TE37/?location=Wooroona,-24.050,149.400
035192,35,COOROORAH,1969,2003,-23.3283,148.7853,GPS,QLD,140.0,..,..,"Mackenzie River, QLD ",/places/qld/T7Y9/?location=Mackenzie River,-23.328,148.785
035193,35,LEICHHARDT PARK,1971,1975,-23.2000,149.1500,.....,QLD,125.0,..,..,"Jellinbah, QLD ",/places/qld/TEBH/?location=Jellinbah,-23.200,149.150
035194,35,WYSEBY,1948,..,-24.9606,148.5311,GPS,QLD,261.0,..,..,"Rewan, QLD ",/places/qld/T6V9/?location=Rewan,-24.961,148.531
035195,35,MAYWIN PARK,1965,..,-23.0286,148.4686,GPS,QLD,220.0,..,..,"Bundoora, QLD ",/places/qld/T7VR/?location=Bundoora,-23.029,148.469
035196,35,OAK PARK,1971,2004,-23.0383,148.6444,GPS,QLD,150.0,..,..,"Mackenzie River, QLD ",/places/qld/T7YP/?location=Mackenzie River,-23.038,148.644
035197,35,LORRAINE,1971,..,-23.7250,148.1439,GPS,QLD,227.0,..,..,"Gindie, QLD ",/places/qld/gindie/,-23.725,148.144
035198,35,ABOR DOWNS,1914,1959,-22.7500,148.0000,.....,QLD,..,..,..,"Retro, QLD ",/places/qld/TK5M/?location=Retro,-22.750,148.000
035199,35,MOUNT WILKIN,1923,..,-22.2756,147.4431,.....,QLD,300.0,..,..,"Kilcummin, QLD ",/places/qld/TK3N/?location=Kilcummin,-22.276,147.443
035200,35,GREENDALE STATION,1908,..,-24.7886,146.1108,GPS,QLD,200.0,..,..,"Mount Enniskillen, QLD ",/places/qld/T4GK/?location=Mount Enniskillen,-24.789,146.111
035201,35,DANGARFIELD,1900,1941,-25.9833,149.3500,.....,QLD,..,..,..,"Waikola, QLD ",/places/qld/TD1H/?location=Waikola,-25.983,149.350
035202,35,GHINGHINDA,1905,2005,-25.0997,149.7278,.....,QLD,280.0,..,..,"Ghinghinda, QLD ",/places/qld/TDDW/?location=Ghinghinda,-25.100,149.728
035203,35,WASHPOOL,1973,1977,-24.2000,148.8167,.....,QLD,..,..,..,"Humboldt, QLD ",/places/qld/T7QB/?location=Humboldt,-24.200,148.817
035204,35,GANADERO,1968,2003,-24.0606,148.8208,GPS,QLD,240.0,..,..,"Humboldt, QLD ",/places/qld/T7QG/?location=Humboldt,-24.061,148.821
035205,35,WOORARRA,1924,..,-24.0247,147.9208,GPS,QLD,288.0,..,..,"Minerva, QLD ",/places/qld/minerva/,-24.025,147.921
035206,35,BUNGAWARRA,1969,..,-24.4550,148.9597,GPS,QLD,306.0,..,..,"Humboldt, QLD ",/places/qld/T7P7/?location=Humboldt,-24.455,148.960
035207,35,MOUNTAIN VIEW,1973,..,-24.2236,148.0958,.....,QLD,340.0,..,..,"Cairdbeign, QLD ",/places/qld/T77B/?location=Cairdbeign,-24.224,148.096
035208,35,GLENROCK,1973,1998,-24.4639,147.6125,.....,QLD,370.0,..,..,"Buckland, QLD ",/places/qld/T71G/?location=Buckland,-24.464,147.613
035209,35,ALBINIA DOWNS,1973,..,-24.4222,148.4828,GPS,QLD,220.0,..,..,"Albinia, QLD ",/places/qld/T7JK/?location=Albinia,-24.422,148.483
035210,35,WILLOWS POST OFFICE,1973,1975,-23.6667,147.4833,.....,QLD,..,..,..,"Willows, QLD ",/places/qld/T795/?location=Willows,-23.667,147.483
035211,35,KURRAJONG,1961,..,-22.6217,147.6589,GPS,QLD,343.0,..,..,"Wolfang, QLD ",/places/qld/TK3B/?location=Wolfang,-22.622,147.659
035212,35,RONNOC DOWNS,1963,..,-23.8878,148.0486,GPS,QLD,270.0,..,..,"Minerva, QLD ",/places/qld/T77W/?location=Minerva,-23.888,148.049
035213,35,HAYDEN PARKE,1973,1973,-23.0167,147.7667,.....,QLD,225.0,..,..,"Carbine Creek, QLD ",/places/qld/TK42/?location=Carbine Creek,-23.017,147.767
035214,35,RIVERSIDE,1973,1978,-24.3167,147.4667,.....,QLD,295.0,..,..,"Lochington, QLD ",/places/qld/T71N/?location=Lochington,-24.317,147.467
035215,35,WILLOWS GEMFIELDS,1963,..,-23.7417,147.5386,GPS,QLD,270.0,..,..,"Lochington, QLD ",/places/qld/T793/?location=Lochington,-23.742,147.539
035216,35,BARKALA,1973,1990,-24.7314,148.8081,.....,QLD,260.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6YV/?location=Arcadia Valley,-24.731,148.808
035217,35,FREITAG,1973,..,-24.3981,148.1181,.....,QLD,380.0,..,..,"Wealwandangie, QLD ",/places/qld/T75U/?location=Wealwandangie,-24.398,148.118
035218,35,WANATTA,1973,2000,-24.2161,147.9147,.....,QLD,300.0,..,..,"Cona Creek, QLD ",/places/qld/T770/?location=Cona Creek,-24.216,147.915
035219,35,CAIRO,1973,..,-22.4394,147.3767,GPS,QLD,291.0,..,..,"Kilcummin, QLD ",/places/qld/TK2G/?location=Kilcummin,-22.439,147.377
035220,35,COMETSIDE,1973,..,-24.7311,148.7597,.....,QLD,240.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6YT/?location=Arcadia Valley,-24.731,148.760
035221,35,LUCKNOW,1973,..,-23.3039,148.1056,GPS,QLD,210.0,..,..,"Gordonstone, QLD ",/places/qld/gordonstone/,-23.304,148.106
035222,35,WESTLYN,1973,1983,-24.2333,148.3333,.....,QLD,244.0,..,..,"Orion, QLD ",/places/qld/T7HZ/?location=Orion,-24.233,148.333
035223,35,GLENIDOL,1973,1988,-24.8833,148.8333,.....,QLD,270.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6YF/?location=Arcadia Valley,-24.883,148.833
035224,35,KARMOO,1947,..,-23.0808,147.3789,GPS,QLD,340.0,..,..,"Peak Vale, QLD ",/places/qld/T7BY/?location=Peak Vale,-23.081,147.379
035225,35,CARDBEIGN,1953,..,-24.2897,148.1053,.....,QLD,330.0,..,..,"Cairdbeign, QLD ",/places/qld/cairdbeign/,-24.290,148.105
035226,35,WESTGROVE,1890,2001,-25.5831,148.4783,.....,QLD,460.0,..,..,"Hutton Creek, QLD ",/places/qld/T6MK/?location=Hutton Creek,-25.583,148.478
035227,35,KARAMEA,1955,2012,-24.5200,149.7703,.....,QLD,100.0,..,..,"Alberta, QLD ",/places/qld/TE4F/?location=Alberta,-24.520,149.770
035228,35,WEIMBY DOWNS,1960,2009,-22.8544,147.9247,GPS,QLD,300.0,..,..,"Retro, QLD ",/places/qld/retro/,-22.854,147.925
035229,35,ALPHA,1959,..,-23.6500,146.6450,.....,QLD,341.0,..,..,"Alpha, QLD ",/places/qld/alpha/,-23.650,146.645
035230,35,AVIEMORE,1973,2016,-23.4236,147.6958,.....,QLD,270.0,..,..,"Argyll, QLD ",/places/qld/T7F0/?location=Argyll,-23.424,147.696
035231,35,LANGLEY DOWNS,1936,1997,-23.3781,148.3033,.....,QLD,189.0,..,..,"Wyuna, QLD ",/places/qld/T7U8/?location=Wyuna,-23.378,148.303
035232,35,VALERIA,1953,..,-23.1858,147.8972,GPS,QLD,170.0,..,..,"Carbine Creek, QLD ",/places/qld/T7FU/?location=Carbine Creek,-23.186,147.897
035233,35,MOUNT PLEASANT,1965,2002,-24.6197,148.4961,.....,QLD,230.0,..,..,"Consuelo, QLD ",/places/qld/T7J2/?location=Consuelo,-24.620,148.496
035234,35,PORTION ELEVEN,1968,2001,-24.5736,148.8878,GPS,QLD,300.0,..,..,"Humboldt, QLD ",/places/qld/T7P1/?location=Humboldt,-24.574,148.888
035235,35,CARINA DOWNS,1970,2013,-24.2294,148.4708,.....,QLD,220.0,..,..,"Orion, QLD ",/places/qld/T7JR/?location=Orion,-24.229,148.471
035236,35,RIVINGTON,1984,..,-23.9608,146.5608,GPS,QLD,350.0,..,..,"Drummondslope, QLD ",/places/qld/T5MM/?location=Drummondslope,-23.961,146.561
035237,35,GALGATHA,1974,1989,-23.7833,148.5667,.....,QLD,180.0,..,..,"Togara, QLD ",/places/qld/T7TB/?location=Togara,-23.783,148.567
035238,35,GOATHLANDS,1950,1974,-24.5000,148.0667,.....,QLD,340.0,..,..,"Wealwandangie, QLD ",/places/qld/T75D/?location=Wealwandangie,-24.500,148.067
035239,35,WEALWANDANGIE,1950,2008,-24.4114,148.0417,.....,QLD,320.0,..,..,"Wealwandangie, QLD ",/places/qld/T75S/?location=Wealwandangie,-24.411,148.042
035240,35,MACFARLANE,1960,1979,-24.8333,146.0167,.....,QLD,396.0,..,..,"Macfarlane, QLD ",/places/qld/T4G5/?location=Macfarlane,-24.833,146.017
035241,35,FAIRBAIRN DAM,1969,..,-23.6525,148.0744,GPS,QLD,150.0,..,..,"The Gemfields, QLD ",/places/qld/T7EE/?location=The Gemfields,-23.652,148.074
035242,35,BUNGABAN TM,1890,..,-25.8986,150.1297,.....,QLD,260.0,..,..,"Bungaban, QLD ",/places/qld/bungaban/,-25.899,150.130
035243,35,BLACKRIDGE,1907,1912,-22.6167,147.5500,.....,QLD,315.0,..,..,"Unnamed location, QLD ",/places/qld/TK32/?location=Unnamed location,-22.617,147.550
035244,35,WALLAROO,1971,2018,-25.2958,148.7061,GPS,QLD,550.0,..,..,"Upper Dawson, QLD ",/places/qld/T6W6/?location=Upper Dawson,-25.296,148.706
035245,35,MERIVALE,1889,1914,-25.5333,148.2667,.....,QLD,460.0,..,..,"Womblebank, QLD ",/places/qld/T6KT/?location=Womblebank,-25.533,148.267
035246,35,MOUNT ENNISKILLEN,1910,2001,-24.5978,146.1844,.....,QLD,380.0,..,..,"Windeyer, QLD ",/places/qld/T55B/?location=Windeyer,-24.598,146.184
035247,35,BIRKHEAD,1912,1971,-24.5500,146.3667,.....,QLD,490.0,..,..,"Windeyer, QLD ",/places/qld/T5H9/?location=Windeyer,-24.550,146.367
035248,35,DARKWATER,1933,..,-25.3297,147.8631,GPS,QLD,660.0,..,..,"Womblebank, QLD ",/places/qld/T6DC/?location=Womblebank,-25.330,147.863
035249,35,WAIKOLA,1968,..,-26.0278,149.2514,.....,QLD,250.0,..,..,"Waikola, QLD ",/places/qld/TD0E/?location=Waikola,-26.028,149.251
035250,35,CLIFFORD STATION,1916,1979,-26.1333,149.3667,.....,QLD,..,..,..,"Clifford, QLD ",/places/qld/clifford/,-26.133,149.367
035251,35,CRAIGMORE AL,2010,..,-23.8847,147.7569,Unknown,QLD,231.0,..,..,"Minerva, QLD ",/places/qld/T76Q/?location=Minerva,-23.885,147.757
035252,35,HILLSIDE,1972,2010,-22.7439,147.5247,GPS,QLD,288.0,..,..,"Unnamed location, QLD ",/places/qld/TK1M/?location=Unnamed location,-22.744,147.525
035253,35,COCKATOO STATION,1920,1966,-25.6833,150.1833,.....,QLD,200.0,..,..,"Cockatoo, QLD ",/places/qld/TDKD/?location=Cockatoo,-25.683,150.183
035254,35,GYRANDA,1918,1935,-25.2500,150.1667,.....,QLD,160.0,..,..,"Isla, QLD ",/places/qld/TDS7/?location=Isla,-25.250,150.167
035255,35,BUNDULLA,1915,1939,-25.5833,149.8833,.....,QLD,180.0,..,..,"Taroom, QLD ",/places/qld/TD7K/?location=Taroom,-25.583,149.883
035256,35,JERICHO STORE,1896,2010,-23.6022,146.1244,GPS,QLD,355.0,..,..,"Jericho, QLD ",/places/qld/jericho/,-23.602,146.124
035257,35,NORTHAMPTON DNS OUTSTN,1900,1912,-24.4333,145.7167,.....,QLD,..,..,..,"Blackall, QLD ",/places/qld/T51G/?location=Blackall,-24.433,145.717
035258,35,MORAMANA,1972,..,-22.2375,147.5133,.....,QLD,260.0,..,..,"Kilcummin, QLD ",/places/qld/TK3R/?location=Kilcummin,-22.238,147.513
035259,35,DUNEIRA,1894,..,-24.5408,145.5692,GPS,QLD,290.0,..,..,"Blackall, QLD ",/places/qld/T511/?location=Blackall,-24.541,145.569
035260,35,EMERALD,1923,..,-23.5297,148.1658,GPS,QLD,162.0,..,..,"Emerald, QLD ",/places/qld/emerald/,-23.530,148.166
035261,35,EMERALD CSIRO PASTORAL,1979,1983,-23.5333,148.1833,.....,QLD,..,..,..,"Emerald, QLD ",/places/qld/emerald/,-23.533,148.183
035262,35,BALMY HILLS,1979,1994,-24.2817,147.4650,.....,QLD,300.0,..,..,"Lochington, QLD ",/places/qld/T71N/?location=Lochington,-24.282,147.465
035263,35,AUSTRAL PARK,1968,2006,-25.0906,148.7692,.....,QLD,275.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6WW/?location=Arcadia Valley,-25.091,148.769
035264,35,EMERALD AIRPORT,1981,..,-23.5694,148.1756,GPS,QLD,189.4,190.1,94363,"Emerald, QLD ",/places/qld/emerald/,-23.569,148.176
035265,35,ARIZONA,1982,2006,-23.1125,149.1958,GPS,QLD,120.0,..,..,"Bingegang, QLD ",/places/qld/TEBQ/?location=Bingegang,-23.113,149.196
035266,35,BINGEGANG,1983,..,-23.0650,149.0431,.....,QLD,95.0,..,..,"Mackenzie River, QLD ",/places/qld/T7ZZ/?location=Mackenzie River,-23.065,149.043
035267,35,COOVIN,1983,..,-22.4269,147.5483,GPS,QLD,319.0,..,..,"Kilcummin, QLD ",/places/qld/TK37/?location=Kilcummin,-22.427,147.548
035268,35,TAROOM,1911,1987,-25.6333,149.7833,.....,QLD,..,..,..,"Taroom, QLD ",/places/qld/taroom/,-25.633,149.783
035269,35,YAKCAM,1984,..,-23.4700,148.6600,.....,QLD,123.0,..,..,"Mackenzie River, QLD ",/places/qld/T7WP/?location=Mackenzie River,-23.470,148.660
035270,35,NEWLANDS,1984,2018,-23.9114,149.8450,.....,QLD,56.0,..,..,"Gainsford, QLD ",/places/qld/TE7N/?location=Gainsford,-23.911,149.845
035271,35,TARANA CROSSING,1984,..,-25.7968,149.5457,GPS,QLD,229.0,..,..,"Eurombah, QLD ",/places/qld/TD3B/?location=Eurombah,-25.797,149.546
035272,35,AQUA PARK,1982,..,-25.7736,149.7728,.....,QLD,210.0,..,..,"Taroom, QLD ",/places/qld/TD6C/?location=Taroom,-25.774,149.773
035273,35,CHILGERRIE HILL,1985,..,-25.8534,149.7939,.....,QLD,210.0,..,..,"Taroom, QLD ",/places/qld/TD4Z/?location=Taroom,-25.853,149.794
035274,35,JUANITA,1960,..,-23.8467,148.1083,GPS,QLD,245.0,..,..,"Gindie, QLD ",/places/qld/T77Z/?location=Gindie,-23.847,148.108
035275,35,ISLAY PLAINS,1987,..,-23.2103,146.8781,GPS,QLD,300.0,..,..,"Surbiton, QLD ",/places/qld/T5YS/?location=Surbiton,-23.210,146.878
035276,35,SPRINGSURE CREEK JUNCTION AL,2010,..,-23.8564,148.5036,.....,QLD,167.0,..,..,"Arcturus, QLD ",/places/qld/T7MR/?location=Arcturus,-23.856,148.504
035277,35,EMERALD RADAR,2010,..,-23.5494,148.2392,SURVEY,QLD,186.6,..,99097,"Unnamed location, QLD ",/places/qld/T7SM/?location=Unnamed location,-23.549,148.239
035278,35,DYSART POST OFFICE,1987,2007,-22.5864,148.3422,.....,QLD,200.0,..,..,"Dysart, QLD ",/places/qld/dysart/,-22.586,148.342
035279,35,KILCOOL STATION,1988,2015,-23.5772,147.1469,GPS,QLD,450.0,..,..,"Pine Hill, QLD ",/places/qld/T5XU/?location=Pine Hill,-23.577,147.147
035280,35,ALLAMBEE,1988,..,-24.8706,148.7697,.....,QLD,270.0,..,..,"Arcadia Valley, QLD ",/places/qld/T6YE/?location=Arcadia Valley,-24.871,148.770
035281,35,OURNIE,1989,2004,-25.9514,149.6981,.....,QLD,220.0,..,..,"Grosmont, QLD ",/places/qld/TD4T/?location=Grosmont,-25.951,149.698
035282,35,TAROOM TM,1982,..,-25.6377,149.7895,.....,QLD,181.0,..,..,"Taroom, QLD ",/places/qld/taroom/,-25.638,149.790
035283,35,DRENSMAINE,1991,..,-25.2117,146.4817,GPS,QLD,430.0,..,..,"Yandarlo, QLD ",/places/qld/T4TH/?location=Yandarlo,-25.212,146.482
