site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon
-------,-----,----------------------------------------,-------,-------,--------,---------,--------------,---,----------,--------,------,NA,NA,NA,NA
035284,35,TAMBO,1991,..,-24.8800,146.2567,.....,QLD,387.0,..,..,"Tambo, QLD ",/places/qld/tambo/,-24.880,146.257
035285,35,JERICHO,1992,..,-23.6033,146.1300,.....,QLD,347.0,..,..,"Jericho, QLD ",/places/qld/jericho/,-23.603,146.130
035286,35,GLENCOE,1991,..,-23.7122,146.1675,GPS,QLD,375.0,..,..,"Mexico, QLD ",/places/qld/T5ED/?location=Mexico,-23.712,146.167
035287,35,WARRIGAL,1991,1994,-23.4583,149.1950,.....,QLD,150.0,..,..,"Dingo, QLD ",/places/qld/TE8R/?location=Dingo,-23.458,149.195
035288,35,ELDORADO,1991,2001,-23.0131,147.9069,GPS,QLD,250.0,..,..,"Hibernia, QLD ",/places/qld/TK4B/?location=Hibernia,-23.013,147.907
035289,35,MT PLAYFAIR,1885,..,-24.8639,146.9478,GPS,QLD,525.0,..,..,"Caldervale, QLD ",/places/qld/T4YG/?location=Caldervale,-24.864,146.948
035290,35,BLACKWATER WATER TREATMENT PLANT,1995,2010,-23.5953,148.8746,GPS,QLD,187.0,..,..,"Stewarton, QLD ",/places/qld/T7XH/?location=Stewarton,-23.595,148.875
035291,35,DRENSMAINE TM,1998,2021,-25.2117,146.4817,GPS,QLD,450.0,..,..,"Yandarlo, QLD ",/places/qld/T4TH/?location=Yandarlo,-25.212,146.482
035292,35,DUCABROOK AL,2010,..,-23.8533,147.3997,Unknown,QLD,334.0,..,..,"Lochington, QLD ",/places/qld/T72Z/?location=Lochington,-23.853,147.400
035293,35,HEATHWOOD AL,2010,..,-24.3433,148.0622,Unknown,QLD,312.0,..,..,"Wealwandangie, QLD ",/places/qld/T75T/?location=Wealwandangie,-24.343,148.062
035294,35,KULUMUR RANGE ALERT,2010,..,-23.8039,147.7692,GPS,QLD,362.0,..,..,"Lochington, QLD ",/places/qld/T7D2/?location=Lochington,-23.804,147.769
035295,35,BINGEGANG WEIR HW ALERT,2010,..,-23.0733,149.0350,Unknown,QLD,107.0,..,..,"Mackenzie River, QLD ",/places/qld/T7ZX/?location=Mackenzie River,-23.073,149.035
035296,35,GLEN OLIVE,2020,2022,-25.2444,148.2025,GPS,QLD,540.0,..,..,"Mount Howe, QLD ",/places/qld/T6S5/?location=Mount Howe,-25.244,148.202
035297,35,TAROOM,2022,..,-25.6961,149.8980,Unknown,QLD,..,..,..,"Taroom, QLD ",/places/qld/TD76/?location=Taroom,-25.696,149.898
036000,36,ALICE POST OFFICE,1889,1972,-23.5667,145.7833,.....,QLD,301.0,..,..,"Grant, QLD ",/places/qld/T5DJ/?location=Grant,-23.567,145.783
036001,36,ALBILBAH,1890,1979,-24.7167,144.2833,.....,QLD,231.0,..,..,"Isisford, QLD ",/places/qld/SFGY/?location=Isisford,-24.717,144.283
036002,36,AMBO STATION,1892,..,-22.8103,144.4033,.....,QLD,220.0,..,..,"Camoola, QLD ",/places/qld/SUHK/?location=Camoola,-22.810,144.403
036003,36,BIRRICANNIA,1899,..,-21.9089,144.6694,GPS,QLD,270.0,..,..,"Prairie, QLD ",/places/qld/SUTQ/?location=Prairie,-21.909,144.669
036004,36,ARAMAC POST OFFICE,1880,..,-22.9717,145.2450,GPS,QLD,219.0,..,..,"Pelican Creek, QLD ",/places/qld/SUPC/?location=Pelican Creek,-22.972,145.245
036005,36,ARRILALAH TELEGRAPH OFF,1910,1984,-23.6833,143.8833,.....,QLD,120.0,..,..,"Ernestina, QLD ",/places/qld/SGD4/?location=Ernestina,-23.683,143.883
036006,36,EVERSLEIGH,1999,..,-21.7117,144.3928,GPS,QLD,300.0,..,..,"Tangorin, QLD ",/places/qld/SUU6/?location=Tangorin,-21.712,144.393
036007,36,BARCALDINE POST OFFICE,1886,..,-23.5544,145.2883,GPS,QLD,266.9,..,94350,"Barcaldine, QLD ",/places/qld/barcaldine/,-23.554,145.288
036008,36,BOWEN DOWNS,1882,..,-22.4672,145.0050,GPS,QLD,261.0,..,..,"Upper Cornish Creek, QLD ",/places/qld/SUQG/?location=Upper Cornish Creek,-22.467,145.005
036009,36,BOWIE,1913,1953,-21.8000,145.9333,.....,QLD,316.0,..,..,"Buchanan, QLD ",/places/qld/THF8/?location=Buchanan,-21.800,145.933
036010,36,BULLIWALLAH,1912,..,-21.6144,146.6344,GPS,QLD,230.0,..,..,"Belyando, QLD ",/places/qld/THVS/?location=Belyando,-21.614,146.634
036011,36,MARENGO,1999,..,-22.2067,145.0083,MAP 1:250 000,QLD,250.0,..,..,"Upper Cornish Creek, QLD ",/places/qld/SUWB/?location=Upper Cornish Creek,-22.207,145.008
036012,36,CAMERON DOWNS,1888,..,-21.3747,144.2794,GPS,QLD,280.4,..,..,"Tangorin, QLD ",/places/qld/SV5C/?location=Tangorin,-21.375,144.279
036013,36,CAMOOLA PARK,1900,..,-23.0394,144.5194,GPS,QLD,188.0,..,..,"Camoola, QLD ",/places/qld/SGUZ/?location=Camoola,-23.039,144.519
036014,36,CATUMNAL,1943,2001,-21.8833,143.9700,GPS,QLD,296.0,..,..,"Corfield, QLD ",/places/qld/SUDQ/?location=Corfield,-21.883,143.970
036015,36,CARINYA,1921,1930,-21.8000,146.8167,.....,QLD,..,..,..,"Belyando, QLD ",/places/qld/THY2/?location=Belyando,-21.800,146.817
036016,36,COREENA,1894,..,-23.2761,145.4008,GPS,QLD,240.0,..,..,"Ingberry, QLD ",/places/qld/T5B6/?location=Ingberry,-23.276,145.401
036017,36,CORINDA,1899,2000,-22.0667,145.3333,.....,QLD,260.0,..,..,"Upper Cornish Creek, QLD ",/places/qld/TH85/?location=Upper Cornish Creek,-22.067,145.333
036018,36,ELGIN DOWNS,1888,..,-22.0033,146.9219,GPS,QLD,200.0,..,..,"Belyando, QLD ",/places/qld/THWU/?location=Belyando,-22.003,146.922
036019,36,ELWELL,1914,1978,-21.7333,144.6333,.....,QLD,..,..,..,"Prairie, QLD ",/places/qld/SUV3/?location=Prairie,-21.733,144.633
036020,36,EMMET LISTER STREET,1938,1979,-24.6667,144.4833,.....,QLD,255.0,..,..,"Isisford, QLD ",/places/qld/SFUX/?location=Isisford,-24.667,144.483
036021,36,EMMET DOWNS,1897,2004,-24.7208,144.4981,GPS,QLD,255.0,..,..,"Isisford, QLD ",/places/qld/SFUW/?location=Isisford,-24.721,144.498
036022,36,EVESHAM STATION,1884,..,-23.0311,143.7117,.....,QLD,190.0,..,..,"Morella, QLD ",/places/qld/SGCR/?location=Morella,-23.031,143.712
036023,36,HOLMLEIGH,1899,..,-21.5119,144.6339,GPS,QLD,330.0,..,..,"Prairie, QLD ",/places/qld/SUVQ/?location=Prairie,-21.512,144.634
036024,36,ILFRACOMBE POST OFFICE,1897,2003,-23.4900,144.5075,.....,QLD,214.0,..,..,"Ilfracombe, QLD ",/places/qld/ilfracombe/,-23.490,144.507
036025,36,ISIS DOWNS,1888,..,-24.2217,144.6325,.....,QLD,223.0,..,..,"Isisford, QLD ",/places/qld/SGM2/?location=Isisford,-24.222,144.632
036026,36,ISISFORD POST OFFICE,1885,..,-24.2591,144.4406,GPS,QLD,203.0,..,94345,"Isisford, QLD ",/places/qld/isisford/,-24.259,144.441
036027,36,MANNINGHAM,2000,2007,-23.1925,143.7889,GPS,QLD,200.0,..,..,"Morella, QLD ",/places/qld/SGCS/?location=Morella,-23.192,143.789
036028,36,LERIDA,1915,..,-22.1760,144.0493,GPS,QLD,280.0,..,..,"Corfield, QLD ",/places/qld/SUDB/?location=Corfield,-22.176,144.049
036029,36,LOCHNAGAR,1899,1972,-23.5667,145.6500,.....,QLD,315.0,..,..,"Grant, QLD ",/places/qld/grant/,-23.567,145.650
036030,36,LONGREACH POST OFFICE,1893,1985,-23.4500,144.2500,.....,QLD,191.0,192.6,..,"Unnamed location, QLD ",/places/qld/SGEX/?location=Unnamed location,-23.450,144.250
036031,36,LONGREACH AERO,1949,..,-23.4397,144.2828,GPS,QLD,192.2,192.5,94346,"Longreach, QLD ",/places/qld/longreach/,-23.440,144.283
036032,36,MANEROO,1884,1979,-23.3667,143.8833,.....,QLD,180.0,..,..,"Maneroo, QLD ",/places/qld/SGF1/?location=Maneroo,-23.367,143.883
036033,36,MALVERN HILLS,1880,1948,-24.5000,145.1500,.....,QLD,..,..,..,"Blackall, QLD ",/places/qld/SGP6/?location=Blackall,-24.500,145.150
036034,36,BLACKALL AIRPORT,2001,..,-24.4303,145.4306,GPS,QLD,281.3,282.0,95351,"Blackall, QLD ",/places/qld/T50E/?location=Blackall,-24.430,145.431
036035,36,MIRTNA,1913,1978,-21.2833,146.2167,.....,QLD,..,..,..,"Llanarth, QLD ",/places/qld/TJ5F/?location=Llanarth,-21.283,146.217
036036,36,LOCHNAGAR,2001,..,-23.6232,145.7030,GPS,QLD,302.0,..,..,"Grant, QLD ",/places/qld/T59U/?location=Grant,-23.623,145.703
036037,36,MUTTABURRA,1885,..,-22.5950,144.5469,GPS,QLD,210.0,..,..,"Muttaburra, QLD ",/places/qld/muttaburra/,-22.595,144.547
036038,36,NORTH OAK VALE,1933,1952,-22.0000,145.9000,.....,QLD,..,..,..,"Buchanan, QLD ",/places/qld/THDS/?location=Buchanan,-22.000,145.900
036039,36,PORTLAND DOWNS,1887,1974,-24.1333,144.5833,.....,QLD,213.4,..,..,"Isisford, QLD ",/places/qld/SGM1/?location=Isisford,-24.133,144.583
036040,36,SPRINGLEIGH,1933,..,-24.5617,144.7183,.....,QLD,270.0,..,..,"Blackall, QLD ",/places/qld/SGJ9/?location=Blackall,-24.562,144.718
036041,36,RUTHVEN,1888,1975,-24.3333,144.1833,.....,QLD,195.0,..,..,"Isisford, QLD ",/places/qld/SG5M/?location=Isisford,-24.333,144.183
036042,36,SALTERN POST OFFICE,1896,1986,-23.5500,145.1000,.....,QLD,273.0,..,..,"Tara Station, QLD ",/places/qld/SGXJ/?location=Tara Station,-23.550,145.100
036043,36,STRATHDARR,1913,2014,-23.2828,143.9828,.....,QLD,200.0,..,..,"Morella, QLD ",/places/qld/SGFD/?location=Morella,-23.283,143.983
036044,36,SUTTON DOWNS,1930,1987,-21.5000,144.1167,.....,QLD,..,..,..,"Tangorin, QLD ",/places/qld/SUGN/?location=Tangorin,-21.500,144.117
036045,36,TANGORIN,1892,1998,-21.7631,144.2222,.....,QLD,248.0,..,..,"Tangorin, QLD ",/places/qld/SUG9/?location=Tangorin,-21.763,144.222
036046,36,TIREE,1912,..,-21.6291,145.1166,GPS,QLD,282.0,..,..,"Torrens Creek, QLD ",/places/qld/SUZ7/?location=Torrens Creek,-21.629,145.117
036047,36,TWIN HILLS POST OFFICE,1905,1985,-21.9500,146.9517,.....,QLD,195.0,198.0,..,"Belyando, QLD ",/places/qld/THWV/?location=Belyando,-21.950,146.952
036048,36,UANDA,1889,..,-21.6039,144.9033,GPS,QLD,300.0,..,..,"Prairie, QLD ",/places/qld/SUYK/?location=Prairie,-21.604,144.903
036049,36,DARR RIVER DOWNS,1891,1963,-22.9000,144.0000,.....,QLD,..,..,..,"Morella, QLD ",/places/qld/SU4D/?location=Morella,-22.900,144.000
036050,36,ULCANBAH,1887,..,-22.0231,145.9831,GPS,QLD,270.0,..,..,"Buchanan, QLD ",/places/qld/THDU/?location=Buchanan,-22.023,145.983
036051,36,WESTLAND,1887,2006,-23.9683,143.8239,GPS,QLD,200.0,..,..,"Tocal, QLD ",/places/qld/SG3V/?location=Tocal,-23.968,143.824
036052,36,MORELLA RAILWAY STATION,1956,1989,-22.9831,143.8658,.....,QLD,255.0,..,..,"Morella, QLD ",/places/qld/SU40/?location=Morella,-22.983,143.866
036053,36,SPECULATION STATION,1953,1963,-23.0167,146.2000,.....,QLD,..,..,..,"Dunrobin, QLD ",/places/qld/TH5B/?location=Dunrobin,-23.017,146.200
036054,36,EVORA STATION,1887,..,-24.0825,145.5092,.....,QLD,300.0,..,..,"Evora, QLD ",/places/qld/T52F/?location=Evora,-24.082,145.509
036055,36,DUNROBIN STATION,1960,2008,-22.6833,146.1525,GPS,QLD,340.0,..,..,"Dunrobin, QLD ",/places/qld/TH5W/?location=Dunrobin,-22.683,146.153
036056,36,LANDSBOROUGH DOWNS,1885,..,-21.5114,144.3989,GPS,QLD,275.0,..,..,"Tangorin, QLD ",/places/qld/SUUQ/?location=Tangorin,-21.511,144.399
036057,36,MOUNT CORNISH,1885,1918,-22.6000,144.6000,.....,QLD,..,..,..,"Cornish Creek, QLD ",/places/qld/SUM0/?location=Cornish Creek,-22.600,144.600
036058,36,SALTERN CREEK,1889,1928,-23.4000,145.1000,.....,QLD,..,..,..,"Saltern Creek, QLD ",/places/qld/SGZ0/?location=Saltern Creek,-23.400,145.100
036059,36,BIMBAH,1894,1930,-23.3000,144.4000,.....,QLD,..,..,..,"Unnamed location, QLD ",/places/qld/SGU6/?location=Unnamed location,-23.300,144.400
036060,36,ACACIA DOWNS,1908,1937,-22.8333,144.7333,.....,QLD,..,..,..,"Sardine, QLD ",/places/qld/SUJE/?location=Sardine,-22.833,144.733
036061,36,ALICE DOWNS,1890,1911,-24.2667,145.4833,.....,QLD,..,..,..,"Blackall, QLD ",/places/qld/T50Z/?location=Blackall,-24.267,145.483
036062,36,KENSINGTON DOWNS,1889,1903,-22.5000,144.2000,.....,QLD,..,..,..,"Bangall, QLD ",/places/qld/SU76/?location=Bangall,-22.500,144.200
036063,36,RIMBANDA RAIL SIDING,1964,1974,-22.8333,143.7333,.....,QLD,223.0,..,..,"Morella, QLD ",/places/qld/SU17/?location=Morella,-22.833,143.733
036064,36,ALROY,1915,1943,-23.5000,143.4167,.....,QLD,..,..,..,"Maneroo, QLD ",/places/qld/SG8N/?location=Maneroo,-23.500,143.417
036065,36,CALEDONIA,1896,1997,-22.1381,145.0564,.....,QLD,240.0,..,..,"Upper Cornish Creek, QLD ",/places/qld/SUX1/?location=Upper Cornish Creek,-22.138,145.056
036066,36,BEACONSFIELD,1894,..,-23.3269,144.5964,GPS,QLD,230.0,..,..,"Ilfracombe, QLD ",/places/qld/SGV1/?location=Ilfracombe,-23.327,144.596
036067,36,BRISTOL,1966,1970,-23.2500,145.0833,.....,QLD,267.3,..,..,"Saltern Creek, QLD ",/places/qld/SGZ5/?location=Saltern Creek,-23.250,145.083
036068,36,MARCHMONT,1943,2001,-23.1203,144.7542,.....,QLD,250.0,..,..,"Ilfracombe, QLD ",/places/qld/SGVY/?location=Ilfracombe,-23.120,144.754
036069,36,HANWORTH,1966,2003,-22.3350,144.0569,GPS,QLD,250.0,..,..,"Bangall, QLD ",/places/qld/SU6V/?location=Bangall,-22.335,144.057
036070,36,LANARK HOMESTEAD,1888,1906,-22.0167,146.9833,.....,QLD,213.4,..,..,"Frankfield, QLD ",/places/qld/THXH/?location=Frankfield,-22.017,146.983
036071,36,MORAY DOWNS,1914,2008,-21.9503,146.6314,GPS,QLD,195.0,..,..,"Belyando, QLD ",/places/qld/THTT/?location=Belyando,-21.950,146.631
036072,36,WILLESLEY,1967,2004,-22.1042,147.1419,GPS,QLD,195.1,..,..,"Frankfield, QLD ",/places/qld/THXF/?location=Frankfield,-22.104,147.142
036073,36,LUTHRIE,1968,2011,-22.7064,144.1028,GPS,QLD,248.0,..,..,"Morella, QLD ",/places/qld/SU5N/?location=Morella,-22.706,144.103
036074,36,JOCHMUS,1968,..,-22.3022,145.9900,GPS,QLD,312.0,..,..,"Galilee, QLD ",/places/qld/TH6Y/?location=Galilee,-22.302,145.990
036075,36,GLENAVON,1969,1984,-22.4833,145.3833,.....,QLD,190.0,..,..,"Upper Cornish Creek, QLD ",/places/qld/TH26/?location=Upper Cornish Creek,-22.483,145.383
036076,36,EASTMERE,1969,..,-22.5017,145.9183,GPS,QLD,290.0,..,..,"Galilee, QLD ",/places/qld/TH6D/?location=Galilee,-22.502,145.918
036077,36,HOME CREEK,1939,1985,-23.9667,145.2667,.....,QLD,..,..,..,"Home Creek, QLD ",/places/qld/home-creek/,-23.967,145.267
036078,36,CRANFORD,1915,2000,-21.3517,145.0753,.....,QLD,330.0,..,..,"Torrens Creek, QLD ",/places/qld/SVP1/?location=Torrens Creek,-21.352,145.075
036079,36,TUMUT VALE,1969,2004,-21.3614,145.1717,GPS,QLD,320.0,..,..,"Torrens Creek, QLD ",/places/qld/SVP9/?location=Torrens Creek,-21.361,145.172
036080,36,YARROWMERE,1940,1976,-21.4500,145.8667,.....,QLD,300.0,..,..,"Buchanan, QLD ",/places/qld/THFR/?location=Buchanan,-21.450,145.867
036081,36,THORNLEIGH,1911,2020,-24.3231,144.9092,.....,QLD,240.0,..,..,"Blackall, QLD ",/places/qld/SGNQ/?location=Blackall,-24.323,144.909
036082,36,GOWAN HILLS,1898,2002,-24.2483,144.6983,MAP 1:250 000,QLD,225.0,..,..,"Blackall, QLD ",/places/qld/SGJX/?location=Blackall,-24.248,144.698
036083,36,ALBRO STATION,1970,..,-22.7044,146.5694,GPS,QLD,254.8,..,..,"Mistake Creek, QLD ",/places/qld/THJQ/?location=Mistake Creek,-22.704,146.569
036084,36,BANCHORY,1962,..,-22.8072,147.1317,GPS,QLD,290.0,..,..,"Mistake Creek, QLD ",/places/qld/THPS/?location=Mistake Creek,-22.807,147.132
036085,36,ABERFOYLE,1892,2009,-21.6678,145.2689,GPS,QLD,275.0,..,..,"Torrens Creek, QLD ",/places/qld/SUZG/?location=Torrens Creek,-21.668,145.269
036086,36,EDWINSTOWE,1970,1989,-23.4464,146.8367,.....,QLD,366.0,..,..,"Beaufort, QLD ",/places/qld/T5WX/?location=Beaufort,-23.446,146.837
036087,36,LEICHARDT FARMS,1950,2007,-23.1292,145.1128,.....,QLD,240.0,..,..,"Ibis, QLD ",/places/qld/SGZM/?location=Ibis,-23.129,145.113
036088,36,GORDONVALE,1970,1977,-23.7667,144.4167,.....,QLD,..,..,..,"Ilfracombe, QLD ",/places/qld/SGS3/?location=Ilfracombe,-23.767,144.417
036089,36,BYGANA STATION,1946,2008,-22.2006,146.5456,GPS,QLD,218.0,..,..,"Elgin, QLD ",/places/qld/THT2/?location=Elgin,-22.201,146.546
036090,36,ROSEDALE STATION,1970,..,-23.1714,146.0592,GPS,QLD,400.0,..,..,"Garfield, QLD ",/places/qld/T5GJ/?location=Garfield,-23.171,146.059
036091,36,GLENAMPLE STATION,1900,1975,-22.9167,145.1000,.....,QLD,210.0,..,..,"Sardine, QLD ",/places/qld/SUP4/?location=Sardine,-22.917,145.100
036092,36,MAYLANDS,1934,..,-22.4583,144.8339,GPS,QLD,240.0,..,..,"Cornish Creek, QLD ",/places/qld/SUQ5/?location=Cornish Creek,-22.458,144.834
036093,36,YARAKA STATE SCHOOL,1954,2014,-24.8861,144.0756,GPS,QLD,205.0,..,..,"Isisford, QLD ",/places/qld/SFFF/?location=Isisford,-24.886,144.076
036094,36,WAHROONGHA,2002,..,-24.4464,144.1094,GPS,QLD,200.0,..,..,"Isisford, QLD ",/places/qld/SG55/?location=Isisford,-24.446,144.109
036095,36,MOONOOMOO STATION,1972,2003,-21.8497,146.0014,.....,QLD,305.0,..,..,"Buchanan, QLD ",/places/qld/THEP/?location=Buchanan,-21.850,146.001
036096,36,RONLOW PARK,1961,..,-21.7447,145.8147,.....,QLD,230.0,..,..,"Buchanan, QLD ",/places/qld/THF1/?location=Buchanan,-21.745,145.815
036097,36,CLARENDEN,1938,..,-24.2428,145.2219,.....,QLD,250.0,..,..,"Blackall, QLD ",/places/qld/SGPX/?location=Blackall,-24.243,145.222
036098,36,LARA,1942,1995,-23.8064,145.1867,.....,QLD,270.0,..,..,"Patrick, QLD ",/places/qld/SGX8/?location=Patrick,-23.806,145.187
036099,36,LAKE DUNN,1901,1981,-22.5167,145.6333,.....,QLD,189.0,..,..,"Upland, QLD ",/places/qld/TH36/?location=Upland,-22.517,145.633
036100,36,ARNO,1911,2003,-24.6994,143.7331,.....,QLD,220.0,..,..,"Isisford, QLD ",/places/qld/SFCQ/?location=Isisford,-24.699,143.733
036101,36,RICHMOND HILLS,1972,2001,-23.4914,145.6544,GPS,QLD,310.0,..,..,"Grant, QLD ",/places/qld/T59W/?location=Grant,-23.491,145.654
036102,36,BARCALDINE DOWNS,1895,..,-23.7161,145.1303,.....,QLD,200.0,..,..,"Barcaldine Downs, QLD ",/places/qld/SGX6/?location=Barcaldine Downs,-23.716,145.130
036103,36,VENTRY,1915,1974,-24.7000,143.9500,.....,QLD,100.0,..,..,"Isisford, QLD ",/places/qld/SFFQ/?location=Isisford,-24.700,143.950
036104,36,OMA,2002,..,-24.2875,144.3028,.....,QLD,200.0,..,..,"Isisford, QLD ",/places/qld/SG5Y/?location=Isisford,-24.288,144.303
036105,36,BEACONSFIELD,1894,1974,-23.3167,144.6000,.....,QLD,..,..,..,"Ilfracombe, QLD ",/places/qld/SGV4/?location=Ilfracombe,-23.317,144.600
036106,36,ALLAMBIE,1973,1985,-22.2667,147.3500,.....,QLD,300.0,..,..,"Frankfield, QLD ",/places/qld/TK2X/?location=Frankfield,-22.267,147.350
036107,36,LONGREACH,1947,2020,-23.4133,144.2250,.....,QLD,180.0,..,..,"Unnamed location, QLD ",/places/qld/SGG8/?location=Unnamed location,-23.413,144.225
036108,36,LENNOX,1912,1959,-22.9333,146.1500,.....,QLD,..,..,..,"Dunrobin, QLD ",/places/qld/TH59/?location=Dunrobin,-22.933,146.150
036109,36,EL KANTARA,1921,1932,-23.5500,143.5167,.....,QLD,..,..,..,"Maneroo, QLD ",/places/qld/SG8T/?location=Maneroo,-23.550,143.517
036110,36,LABONA,1974,1975,-22.0167,146.3500,.....,QLD,..,..,..,"Belyando, QLD ",/places/qld/THSK/?location=Belyando,-22.017,146.350
036111,36,EVANSTON,1974,..,-23.7092,144.5253,GPS,QLD,198.0,..,..,"Ilfracombe, QLD ",/places/qld/SGSF/?location=Ilfracombe,-23.709,144.525
036112,36,TALLY RAND,1900,1921,-23.0500,144.1167,.....,QLD,..,..,..,"Morella, QLD ",/places/qld/SGGP/?location=Morella,-23.050,144.117
036113,36,WELLSHOT,1890,2009,-23.8722,144.4783,.....,QLD,180.0,..,..,"Ilfracombe, QLD ",/places/qld/SGKX/?location=Ilfracombe,-23.872,144.478
036114,36,TARA STATION,1917,1941,-23.5833,145.0167,.....,QLD,..,..,..,"Tara Station, QLD ",/places/qld/SGWU/?location=Tara Station,-23.583,145.017
036115,36,TOWER HILL,1888,1928,-22.0500,144.6000,.....,QLD,..,..,..,"Prairie, QLD ",/places/qld/SUT5/?location=Prairie,-22.050,144.600
036116,36,BOGEWONG,1955,2014,-23.9283,143.5217,.....,QLD,..,..,..,"Tocal, QLD ",/places/qld/SG2T/?location=Tocal,-23.928,143.522
036117,36,RUTLAND PARK,1974,1975,-24.4000,144.4500,.....,QLD,226.0,..,..,"Isisford, QLD ",/places/qld/SGHK/?location=Isisford,-24.400,144.450
036118,36,WAKEFIELD,1948,2001,-24.1478,144.2325,GPS,QLD,215.0,..,..,"Isisford, QLD ",/places/qld/SG79/?location=Isisford,-24.148,144.232
036119,36,PEMBERLEY,1974,..,-24.5247,144.0928,GPS,QLD,184.0,..,..,"Isisford, QLD ",/places/qld/SG4F/?location=Isisford,-24.525,144.093
036120,36,TALLUNDILLY,1974,2003,-24.5753,144.5886,.....,QLD,260.0,..,..,"Isisford, QLD ",/places/qld/SGJ0/?location=Isisford,-24.575,144.589
036121,36,HAZELWOOD,1974,1984,-23.9667,144.1333,.....,QLD,..,..,..,"Isisford, QLD ",/places/qld/SG7J/?location=Isisford,-23.967,144.133
036122,36,CARMICHAEL,2003,2015,-21.9583,146.0917,MAP 1:250 000,QLD,260.0,..,..,"Buchanan, QLD ",/places/qld/THEM/?location=Buchanan,-21.958,146.092
036123,36,ROTHERFIELD,1974,..,-23.6064,144.4757,GPS,QLD,226.0,..,..,"Ilfracombe, QLD ",/places/qld/SGSS/?location=Ilfracombe,-23.606,144.476
036124,36,AMOR DOWNS,1949,2001,-23.8583,144.2958,.....,QLD,210.0,..,..,"Ilfracombe, QLD ",/places/qld/SG7Z/?location=Ilfracombe,-23.858,144.296
036125,36,CAMPSIE,1966,1982,-23.5667,143.6667,.....,QLD,..,..,..,"Maneroo, QLD ",/places/qld/SG9J/?location=Maneroo,-23.567,143.667
036126,36,NEW DEER,1974,2004,-24.7014,144.1442,.....,QLD,210.0,..,..,"Isisford, QLD ",/places/qld/SFGN/?location=Isisford,-24.701,144.144
036127,36,SUNBURY,1974,..,-24.6017,143.8314,GPS,QLD,220.0,..,..,"Isisford, QLD ",/places/qld/SG1B/?location=Isisford,-24.602,143.831
036128,36,YARAWA DOWNS,1974,2007,-24.4519,143.8742,GPS,QLD,220.0,..,..,"Isisford, QLD ",/places/qld/SG45/?location=Isisford,-24.452,143.874
036129,36,BAN BAN,1933,1975,-24.1167,143.7167,.....,QLD,213.0,..,..,"Tocal, QLD ",/places/qld/SG36/?location=Tocal,-24.117,143.717
036130,36,RUSSLEIGH,1951,2015,-24.3350,143.7539,GPS,QLD,230.0,..,..,"Isisford, QLD ",/places/qld/SG1T/?location=Isisford,-24.335,143.754
036131,36,WHITEHILL,1950,2003,-23.6367,144.0478,GPS,QLD,210.0,..,..,"Ernestina, QLD ",/places/qld/SGDG/?location=Ernestina,-23.637,144.048
036132,36,NERRENA,1974,1983,-23.7833,144.1167,.....,QLD,..,..,..,"Ilfracombe, QLD ",/places/qld/SGE0/?location=Ilfracombe,-23.783,144.117
036133,36,MILO STATION,1888,2006,-25.7211,144.5003,.....,QLD,240.0,..,..,"Adavale, QLD ",/places/qld/SFKD/?location=Adavale,-25.721,144.500
036134,36,MOORLANDS,1974,2020,-24.3972,145.0694,.....,QLD,250.0,..,..,"Blackall, QLD ",/places/qld/SGPH/?location=Blackall,-24.397,145.069
036135,36,SELVISTER,1954,2001,-24.4572,145.2139,.....,QLD,260.0,..,..,"Blackall, QLD ",/places/qld/SGPE/?location=Blackall,-24.457,145.214
036136,36,BARCOMBE,1932,2001,-22.3656,147.2847,.....,QLD,260.0,..,..,"Frankfield, QLD ",/places/qld/TK2M/?location=Frankfield,-22.366,147.285
036137,36,LISTOWEL DOWNS,1877,..,-25.2011,145.2269,GPS,QLD,338.0,..,..,"Blackall, QLD ",/places/qld/SFXU/?location=Blackall,-25.201,145.227
036138,36,LORNE PEAK,1922,1996,-24.9614,145.1442,.....,QLD,306.0,..,..,"Blackall, QLD ",/places/qld/SFZ3/?location=Blackall,-24.961,145.144
036139,36,SURBITON STATION,1888,..,-22.9856,146.6189,GPS,QLD,183.0,..,..,"Surbiton, QLD ",/places/qld/THJ8/?location=Surbiton,-22.986,146.619
036140,36,GUNDOO,1960,2010,-24.7033,143.8306,GPS,QLD,210.0,..,..,"Isisford, QLD ",/places/qld/SFCY/?location=Isisford,-24.703,143.831
036141,36,RODNEY DOWNS,1943,2009,-23.1858,144.8514,GPS,QLD,225.0,..,..,"Ilfracombe, QLD ",/places/qld/SGYH/?location=Ilfracombe,-23.186,144.851
036142,36,KILALA,1942,1957,-23.7000,144.6667,.....,QLD,..,..,..,"Ilfracombe, QLD ",/places/qld/SGT6/?location=Ilfracombe,-23.700,144.667
036143,36,BLACKALL TOWNSHIP,1880,..,-24.4214,145.4672,GPS,QLD,284.0,..,..,"Blackall, QLD ",/places/qld/T50U/?location=Blackall,-24.421,145.467
036144,36,TERRICK TERRICK,1894,..,-24.7361,145.0731,GPS,QLD,275.0,..,..,"Blackall, QLD ",/places/qld/SFZJ/?location=Blackall,-24.736,145.073
036145,36,MILTON PARK,1969,1976,-24.6500,145.0667,.....,QLD,270.0,..,..,"Blackall, QLD ",/places/qld/SFZP/?location=Blackall,-24.650,145.067
