site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon,reqs,resps,request_time,current_temp,current_temp_time,station_id,approx_distance
016067,16,MOUNT IVE,1881,..,-32.4398,136.0671,GPS,SA,177.0,179.0,94660,"Mount Ive, SA ",/places/sa/7Y17/?location=Mount Ive,-32.440,136.067,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,96.7
016085,16,MARLA POLICE STATION,1985,..,-27.3002,133.6201,GPS,SA,323.0,..,94477,"Marla, SA ",/places/sa/marla/,-27.300,133.620,,,2025-03-24T20:08:09Z,NA,NA,NA,NA
016090,16,COOBER PEDY AIRPORT,1994,..,-29.0347,134.7222,GPS,SA,225.0,226.0,95458,"Coober Pedy, SA ",/places/sa/coober-pedy/,-29.035,134.722,,,2025-03-24T20:08:09Z,20.4,6:20am,95458,2.6
016096,16,ROXBY DOWNS (OLYMPIC DAM AERODROME),1997,..,-30.4869,136.8739,SURVEY,SA,99.2,99.9,95658,"Roxby Downs, SA ",/places/sa/roxby-downs/,-30.487,136.874,,,2025-03-24T20:08:09Z,21.9,6:19am,95658,2.8
016097,16,ERNABELLA (PUKATJA),1997,..,-26.2635,132.1771,GPS,SA,703.2,703.5,94474,"pukatja/Ernabella, SA ",/places/sa/pukatja-ernabella/,-26.264,132.177,,,2025-03-24T20:08:09Z,20.8,6:20am,94474,2.5
016098,16,TARCOOLA AERO,1997,..,-30.7051,134.5786,GPS,SA,123.0,123.6,94655,"Tarcoola, SA ",/places/sa/tarcoola/,-30.705,134.579,,,2025-03-24T20:08:09Z,20.5,6:20am,94655,0.7
016110,16,WOOMERA AERODROME (AUTO EVAP),2024,..,-31.1558,136.8054,GPS,SA,166.6,168.5,99338,"Woomera, SA ",/places/sa/woomera/,-31.156,136.805,,,2025-03-24T20:08:09Z,19.5,6:20am,94659,1.7
017031,17,MARREE,1885,..,-29.6451,138.0639,GPS,SA,49.0,..,94480,"Marree, SA ",/places/sa/marree/,-29.645,138.064,,,2025-03-24T20:08:09Z,22.1,6:20am,95480,2.8
017043,17,OODNADATTA AIRPORT,1939,..,-27.5553,135.4456,GPS,SA,116.5,117.0,94476,"Oodnadatta, SA ",/places/sa/oodnadatta/,-27.555,135.446,,,2025-03-24T20:08:09Z,20.2,6:20am,94476,2.8
017056,17,GAMMON RANGES (WOOLTANA),1877,..,-30.4132,139.4198,GPS,SA,135.0,..,94606,"Arkaroola, SA ",/places/sa/KPRK/?location=Arkaroola,-30.413,139.420,,,2025-03-24T20:08:09Z,22.8,6:20am,94674,97.4
017099,17,ARKAROOLA,1938,..,-30.3110,139.3357,GPS,SA,318.0,..,94676,"Arkaroola, SA ",/places/sa/KPRN/?location=Arkaroola,-30.311,139.336,,,2025-03-24T20:08:09Z,22.8,6:20am,94674,95.1
017110,17,LEIGH CREEK AIRPORT,1982,..,-30.5963,138.4219,GPS,SA,258.8,259.3,94674,"Leigh Creek, SA ",/places/sa/leigh-creek/,-30.596,138.422,,,2025-03-24T20:08:09Z,22.8,6:20am,94674,2.3
017123,17,MOOMBA AIRPORT,1995,..,-28.0997,140.1956,GPS,SA,37.8,38.4,95481,"Moomba, SA ",/places/sa/moomba/,-28.100,140.196,,,2025-03-24T20:08:09Z,21.4,6:20am,95481,0.8
017126,17,MARREE AERO,1998,..,-29.6587,138.0684,GPS,SA,50.0,50.6,95480,"Marree, SA ",/places/sa/marree/,-29.659,138.068,,,2025-03-24T20:08:09Z,22.1,6:20am,95480,2.8
018012,18,CEDUNA AMO,1939,..,-32.1297,133.6976,GPS,SA,15.3,15.7,94653,"Ceduna, SA ",/places/sa/ceduna/,-32.130,133.698,,,2025-03-24T20:08:09Z,14.9,6:20am,94653,2.4
018014,18,CLEVE,1896,..,-33.7011,136.4937,GPS,SA,193.0,194.0,94661,"Cleve, SA ",/places/sa/cleve/,-33.701,136.494,,,2025-03-24T20:08:09Z,15.6,6:20am,94662,1.4
018040,18,KIMBA,1920,..,-33.1416,136.4126,GPS,SA,280.0,..,94668,"Kimba, SA ",/places/sa/kimba/,-33.142,136.413,,,2025-03-24T20:08:09Z,15.6,6:20am,94662,62.4
018044,18,KYANCUTTA,1930,..,-33.1337,135.5521,GPS,SA,59.0,65.0,94657,"Wannamana, SA ",/places/sa/7TXJ/?location=Wannamana,-33.134,135.552,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,49.6
018069,18,ELLISTON,1882,..,-33.6501,134.8880,GPS,SA,7.0,9.0,94656,"Elliston, SA ",/places/sa/elliston/,-33.650,134.888,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,93.2
018079,18,STREAKY BAY,1865,..,-32.8084,134.1979,GPS,SA,45.0,46.0,94654,"Streaky Bay, SA ",/places/sa/streaky-bay/,-32.808,134.198,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,86.7
018083,18,WUDINNA AERO,1999,..,-33.0430,135.4519,GPS,SA,86.4,86.9,95654,"Wudinna, SA ",/places/sa/wudinna/,-33.043,135.452,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,38.1
018106,18,NULLARBOR,1888,..,-31.4492,130.8976,GPS,SA,64.0,65.0,94651,"Nullarbor, SA ",/places/sa/nullarbor/,-31.449,130.898,,,2025-03-24T20:08:09Z,17.9,6:20am,94651,1.1
018115,18,NEPTUNE ISLAND,1957,..,-35.3365,136.1174,GPS,SA,32.0,32.0,94804,"Unnamed location, SA ",/places/sa/7U39/?location=Unnamed location,-35.337,136.117,,,2025-03-24T20:08:09Z,17.4,6:20am,94804,2.1
018116,18,CLEVE AERODROME,1963,..,-33.7081,136.5026,GPS,SA,175.0,176.0,94662,"Cleve, SA ",/places/sa/cleve/,-33.708,136.503,,,2025-03-24T20:08:09Z,15.6,6:20am,94662,1.4
018120,18,WHYALLA AERO,1945,..,-33.0539,137.5206,SURVEY,SA,9.3,9.8,95664,"Whyalla, SA ",/places/sa/whyalla/,-33.054,137.521,,,2025-03-24T20:08:09Z,19.4,6:20am,95664,1.6
018192,18,NORTH SHIELDS (PORT LINCOLN AWS),1992,..,-34.5993,135.8784,GPS,SA,8.5,8.5,95661,"Louth, SA ",/places/sa/7UB8/?location=Louth,-34.599,135.878,,,2025-03-24T20:08:09Z,18.8,6:19am,95661,1.5
018195,18,MINNIPA PIRSA,1996,..,-32.8427,135.1515,GPS,SA,165.0,166.0,95662,"Minnipa, SA ",/places/sa/minnipa/,-32.843,135.151,,,2025-03-24T20:08:09Z,15.2,6:20am,95662,2.7
018201,18,PORT AUGUSTA AERO,2001,..,-32.5073,137.7169,GPS,SA,14.0,14.6,95666,"Port Augusta, SA ",/places/sa/port-augusta/,-32.507,137.717,,,2025-03-24T20:08:09Z,20.2,6:20am,95666,2.6
018207,18,CEDUNA (THEVENARD NTC AWS),1992,..,-32.1490,133.6416,.....,SA,5.0,1.1,95652,"Thevenard, SA ",/places/sa/thevenard/,-32.149,133.642,,,2025-03-24T20:08:09Z,18.8,6:00am,95652,1.2
018217,18,CUMMINS AERO,2007,..,-34.2524,135.7135,GPS,SA,60.1,60.6,95663,"Cummins, SA ",/places/sa/cummins/,-34.252,135.714,,,2025-03-24T20:08:09Z,16.6,6:20am,95663,0.3
018229,18,CULTANA (DEFENCE),2017,..,-32.6845,137.3689,GPS,SA,171.0,..,95683,"Unnamed location, SA ",/places/sa/7VYY/?location=Unnamed location,-32.684,137.369,,,2025-03-24T20:08:09Z,NA,6:20am,95683,2.3
018230,18,COFFIN BAY (POINT AVOID),2017,..,-34.6750,135.3362,GPS,SA,35.0,35.5,95649,"Unnamed location, SA ",/places/sa/7SWQ/?location=Unnamed location,-34.675,135.336,,,2025-03-24T20:08:09Z,16.6,6:20am,95649,3.4
019017,19,HAWKER,1882,..,-31.9043,138.4388,GPS,SA,340.0,341.0,94673,"Hawker, SA ",/places/sa/hawker/,-31.904,138.439,,,2025-03-24T20:08:09Z,20.2,6:20am,95666,97.1
019062,19,YONGALA,1881,..,-33.0276,138.7560,GPS,SA,521.0,..,94679,"Unnamed location, SA ",/places/sa/KJSX/?location=Unnamed location,-33.028,138.756,,,2025-03-24T20:08:09Z,15.7,6:20am,99749,73.7
020028,20,GLUEPOT RESERVE (GLUEPOT),1999,..,-33.7622,140.1251,GPS,SA,57.0,..,95668,"Gluepot, SA ",/places/sa/gluepot/,-33.762,140.125,,,2025-03-24T20:08:09Z,14.7,6:20am,95687,NA
020062,20,YUNTA AIRSTRIP,1998,..,-32.5707,139.5645,GPS,SA,300.0,300.5,94684,"Yunta, SA ",/places/sa/yunta/,-32.571,139.565,,,2025-03-24T20:08:09Z,14.9,6:20am,94684,3.4
021131,21,CLARE HIGH SCHOOL,1993,..,-33.8226,138.5933,GPS,SA,395.0,396.0,95667,"Clare, SA ",/places/sa/clare/,-33.823,138.593,,,2025-03-24T20:08:09Z,NA,6:20am,95667,2.9
021133,21,SNOWTOWN (RAYVILLE PARK),1998,..,-33.7675,138.2182,GPS,SA,109.1,109.2,95670,"Snowtown, SA ",/places/sa/snowtown/,-33.767,138.218,,,2025-03-24T20:08:09Z,13.8,6:20am,95670,NA
021139,21,PORT PIRIE AERODROME AWS,2000,..,-33.2371,137.9971,GPS,SA,12.0,12.0,99749,"Pirie, SA ",/places/sa/KJ97/?location=Pirie,-33.237,137.997,,,2025-03-24T20:08:09Z,15.7,6:20am,99749,2.1
022008,22A,MAITLAND,1879,..,-34.3745,137.6733,GPS,SA,185.0,186.0,94665,"Maitland, SA ",/places/sa/maitland/,-34.374,137.673,,,2025-03-24T20:08:09Z,16.7,6:20am,94685,42.3
022015,22A,PRICE,1944,..,-34.2971,138.0014,GPS,SA,2.0,..,95669,"Unnamed location, SA ",/places/sa/KHCQ/?location=Unnamed location,-34.297,138.001,,,2025-03-24T20:08:09Z,16.7,6:20am,94685,46.9
022018,22A,WAROOKA,1861,..,-34.9906,137.3995,GPS,SA,53.0,53.7,94663,"Warooka, SA ",/places/sa/warooka/,-34.991,137.399,,,2025-03-24T20:08:09Z,16.6,6:20am,95659,30.9
022031,22A,MINLATON AERO,2001,..,-34.7480,137.5276,GPS,SA,32.0,32.5,95659,"Minlaton, SA ",/places/sa/minlaton/,-34.748,137.528,,,2025-03-24T20:08:09Z,16.6,6:20am,95659,2.1
022046,22A,EDITHBURGH,1984,..,-35.1121,137.7395,GPS,SA,6.0,7.0,94809,"Edithburgh, SA ",/places/sa/edithburgh/,-35.112,137.739,,,2025-03-24T20:08:09Z,18.3,6:20am,94809,1.4
022049,22A,STENHOUSE BAY,1995,..,-35.2795,136.9392,GPS,SA,42.0,44.0,95806,"Stenhouse Bay, SA ",/places/sa/stenhouse-bay/,-35.279,136.939,,,2025-03-24T20:08:09Z,17.9,6:20am,95806,3.4
022050,22A,KADINA AWS,2005,..,-33.9703,137.6628,GPS,SA,41.1,41.6,94685,"Kadina, SA ",/places/sa/kadina/,-33.970,137.663,,,2025-03-24T20:08:09Z,16.7,6:20am,94685,2.9
022053,22A,MOONTA (WARBURTO POINT),2003,..,-34.0041,137.5280,GPS,SA,1.0,..,94666,"Unnamed location, SA ",/places/sa/7VPK/?location=Unnamed location,-34.004,137.528,,,2025-03-24T20:08:09Z,16.7,6:20am,94685,NA
022803,22B,CAPE WILLOUGHBY,1881,..,-35.8426,138.1327,GPS,SA,55.0,56.0,94822,"Dudley, SA ",/places/sa/K5FP/?location=Dudley,-35.843,138.133,,,2025-03-24T20:08:09Z,17.4,6:20am,94822,2.6
022823,22B,CAPE BORDA,2002,..,-35.7549,136.5959,GPS,SA,158.0,158.3,95805,"Borda, SA ",/places/sa/7U59/?location=Borda,-35.755,136.596,,,2025-03-24T20:08:09Z,15.1,6:20am,95805,1.4
022841,22B,KINGSCOTE AERO,1994,..,-35.7114,137.5231,GPS,SA,6.2,6.7,95807,"Unnamed location, SA ",/places/sa/7UP6/?location=Unnamed location,-35.711,137.523,,,2025-03-24T20:08:09Z,15.5,6:20am,95807,2.1
022843,22B,PARNDANA CFS AWS,2011,..,-35.7916,137.2496,GPS,SA,165.0,..,94807,"Parndana, SA ",/places/sa/parndana/,-35.792,137.250,,,2025-03-24T20:08:09Z,14.9,6:20am,94807,1.7
023000,23A,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA),1839,..,-34.9257,138.5832,GPS,SA,29.3,29.8,94648,"Adelaide, SA ",/places/sa/adelaide/,-34.926,138.583,,,2025-03-24T20:08:09Z,13.7,6:20am,94648,2.8
023013,23A,PARAFIELD AIRPORT,1929,..,-34.7977,138.6281,GPS,SA,9.5,10.3,95677,"Yatala, SA ",/places/sa/KHSH/?location=Yatala,-34.798,138.628,,,2025-03-24T20:08:09Z,17.3,6:20am,95677,0.9
023034,23A,ADELAIDE AIRPORT,1955,..,-34.9524,138.5196,GPS,SA,2.0,8.2,94672,"Unnamed location, SA ",/places/sa/KHE9/?location=Unnamed location,-34.952,138.520,,,2025-03-24T20:08:09Z,14.5,6:20am,94672,0.3
023052,23A,OUTER HARBOUR (BLACK POLE),2001,..,-34.7343,138.4653,GPS,SA,6.3,..,95675,"Outer Harbor, SA ",/places/sa/KHEM/?location=Outer Harbor,-34.734,138.465,,,2025-03-24T20:08:09Z,NA,6:20am,95676,15.6
023083,23A,EDINBURGH RAAF,1972,..,-34.7111,138.6223,GPS,SA,16.5,17.1,95676,"Unnamed location, SA ",/places/sa/KHSN/?location=Unnamed location,-34.711,138.622,,,2025-03-24T20:08:09Z,NA,6:20am,95676,1.8
023109,23A,ADELAIDE AIRPORT (ANEMOMETER SOUTH WEST),1995,..,-34.9573,138.5152,GPS,SA,3.0,..,99672,"Unnamed location, SA ",/places/sa/KHE9/?location=Unnamed location,-34.957,138.515,,,2025-03-24T20:08:09Z,14.5,6:20am,94672,0.3
023122,23A,ROSEWORTHY AWS,1997,..,-34.5106,138.6763,GPS,SA,65.0,65.5,95671,"Roseworthy, SA ",/places/sa/roseworthy/,-34.511,138.676,,,2025-03-24T20:08:09Z,11.7,6:20am,95671,2.2
023123,23A,ADELAIDE AIRPORT (ANEMOMETER NORTHEAST),1995,..,-34.9382,138.5435,GPS,SA,5.0,..,99673,"Unnamed location, SA ",/places/sa/KHE9/?location=Unnamed location,-34.938,138.543,,,2025-03-24T20:08:09Z,14.5,6:20am,94672,0.3
023124,23A,ADELAIDE AIRPORT (ANEMOMETER NORTHWEST),1995,..,-34.9435,138.5232,GPS,SA,2.0,..,99674,"Unnamed location, SA ",/places/sa/KHE9/?location=Unnamed location,-34.944,138.523,,,2025-03-24T20:08:09Z,14.5,6:20am,94672,0.3
023130,23A,BUCKLAND PARK (ADELAIDE-S1-RADAR),2005,..,-34.6170,138.4688,MAP 1:50 000,SA,4.0,..,99092,"Unnamed location, SA ",/places/sa/KHG2/?location=Unnamed location,-34.617,138.469,,,2025-03-24T20:08:09Z,NA,6:20am,95676,19.4
023152,23A,ADELAIDE (WEST TERRACE / NGAYIRDAPIRA) (,2024,..,-34.9257,138.5832,GPS,SA,29.3,29.8,99339,"Adelaide, SA ",/places/sa/adelaide/,-34.926,138.583,,,2025-03-24T20:08:10Z,13.7,6:20am,94648,2.8
023373,23B,NURIOOTPA PIRSA,1996,..,-34.4761,139.0056,GPS,SA,275.0,276.0,94681,"Nuriootpa, SA ",/places/sa/nuriootpa/,-34.476,139.006,,,2025-03-24T20:08:10Z,14.5,6:20am,94681,2.8
023733,23C,MOUNT BARKER,1861,..,-35.0732,138.8466,GPS,SA,359.0,..,94806,"Mount Barker, SA ",/places/sa/mount-barker/,-35.073,138.847,,,2025-03-24T20:08:10Z,10.7,6:20am,95678,17.2
023747,23C,STRATHALBYN,1861,..,-35.2560,138.8901,GPS,SA,70.0,..,94810,"Unnamed location, SA ",/places/sa/KHM5/?location=Unnamed location,-35.256,138.890,,,2025-03-24T20:08:10Z,12.3,6:20am,94814,4.1
023804,23C,VICTOR HARBOR (ENCOUNTER BAY),2001,..,-35.5544,138.5997,GPS,SA,8.0,..,95811,"Victor Harbor, SA ",/places/sa/victor-harbor/,-35.554,138.600,,,2025-03-24T20:08:10Z,13.3,6:20am,94677,NA
023842,23C,MOUNT LOFTY,1985,..,-34.9784,138.7088,GPS,SA,685.0,..,95678,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.978,138.709,,,2025-03-24T20:08:10Z,10.7,6:20am,95678,2.6
023875,23C,PARAWA (SECOND VALLEY FOREST AWS),1994,..,-35.5695,138.2864,GPS,SA,341.0,342.0,94811,"Parawa, SA ",/places/sa/parawa/,-35.569,138.286,,,2025-03-24T20:08:10Z,13.8,6:20am,94811,2.3
023878,23C,MOUNT CRAWFORD AWS,1994,..,-34.7253,138.9278,GPS,SA,525.0,525.5,94678,"Para Wirra, SA ",/places/sa/KHTM/?location=Para Wirra,-34.725,138.928,,,2025-03-24T20:08:10Z,11.9,6:20am,94678,2.8
023885,23C,NOARLUNGA,2000,..,-35.1586,138.5057,GPS,SA,55.0,..,94808,"Noarlunga, SA ",/places/sa/noarlunga/,-35.159,138.506,,,2025-03-24T20:08:10Z,15.3,6:20am,94808,1.5
023886,23C,SELLICKS HILL (MOUNT TERRIBLE RADAR),1995,..,-35.3294,138.5019,GPS,SA,385.7,..,95679,"Unnamed location, SA ",/places/sa/KH79/?location=Unnamed location,-35.329,138.502,,,2025-03-24T20:08:10Z,15.3,6:20am,94808,21.3
023887,23C,KUITPO FOREST RESERVE,1998,..,-35.1712,138.6783,GPS,SA,365.0,365.5,94683,"Unnamed location, SA ",/places/sa/KHKM/?location=Unnamed location,-35.171,138.678,,,2025-03-24T20:08:10Z,12.3,6:20am,94683,2.9
023894,23C,HINDMARSH ISLAND AWS,2003,..,-35.5194,138.8177,GPS,SA,11.0,11.5,94677,"Unnamed location, SA ",/places/sa/KHHY/?location=Unnamed location,-35.519,138.818,,,2025-03-24T20:08:10Z,13.3,6:20am,94677,2.2
024024,24A,LOXTON RESEARCH CENTRE,1984,..,-34.4390,140.5978,GPS,SA,30.1,30.4,94682,"Loxton, SA ",/places/sa/KKU7/?location=Loxton,-34.439,140.598,,,2025-03-24T20:08:10Z,13.6,6:20am,94682,1.4
024048,24A,RENMARK AERO,1995,..,-34.1983,140.6766,GPS,SA,31.5,32.0,95687,"Renmark, SA ",/places/sa/renmark/,-34.198,140.677,,,2025-03-24T20:08:10Z,14.7,6:20am,95687,1.1
024511,24B,EUDUNDA,1880,..,-34.1773,139.0903,GPS,SA,420.0,420.0,94680,"Neales, SA ",/places/sa/KJN0/?location=Neales,-34.177,139.090,,,2025-03-24T20:08:10Z,14.5,6:20am,94681,32.3
024518,24B,MENINGIE,1864,..,-35.6902,139.3375,GPS,SA,3.0,4.0,95814,"Meningie, SA ",/places/sa/meningie/,-35.690,139.338,,,2025-03-24T20:08:10Z,13.3,6:20am,94677,52.4
024521,24B,MURRAY BRIDGE,1885,..,-35.1234,139.2592,GPS,SA,33.0,..,95812,"Murray Bridge, SA ",/places/sa/murray-bridge/,-35.123,139.259,,,2025-03-24T20:08:10Z,12.5,6:20am,95818,3.9
024580,24B,STRATHALBYN RACECOURSE,1996,..,-35.2836,138.8934,GPS,SA,58.0,58.5,94814,"Strathalbyn, SA ",/places/sa/strathalbyn/,-35.284,138.893,,,2025-03-24T20:08:10Z,12.3,6:20am,94814,2.4
024584,24B,MURRAY BRIDGE (PALLAMANA AERODROME),2006,..,-35.0650,139.2273,GPS,SA,45.0,45.5,95818,"Unnamed location, SA ",/places/sa/KHQX/?location=Unnamed location,-35.065,139.227,,,2025-03-24T20:08:10Z,12.5,6:20am,95818,1.8
025006,25A,KAROONDA,1914,..,-35.0900,139.8972,GPS,SA,72.0,..,95813,"Karoonda, SA ",/places/sa/karoonda/,-35.090,139.897,,,2025-03-24T20:08:10Z,12.5,6:20am,95818,60.4
025507,25B,KEITH,1906,..,-36.0980,140.3556,GPS,SA,29.0,30.8,94816,"Keith, SA ",/places/sa/keith/,-36.098,140.356,,,2025-03-24T20:08:10Z,8.5,6:20am,95815,3.6
025557,25B,KEITH (MUNKORA),2001,..,-36.1058,140.3273,GPS,SA,27.0,27.5,95815,"Unnamed location, SA ",/places/sa/K7G4/?location=Unnamed location,-36.106,140.327,,,2025-03-24T20:08:10Z,8.5,6:20am,95815,NA
025562,25B,LAMEROO (AUSTIN PLAINS),2004,..,-35.3778,140.5378,SURVEY,SA,110.1,110.8,94690,"Lameroo, SA ",/places/sa/lameroo/,-35.378,140.538,,,2025-03-24T20:08:10Z,9.3,6:20am,94690,2.6
026021,26,MOUNT GAMBIER AERO,1941,..,-37.7473,140.7739,GPS,SA,63.0,69.0,94821,"Wandilo, SA ",/places/sa/K6V1/?location=Wandilo,-37.747,140.774,,,2025-03-24T20:08:10Z,10.4,6:20am,94821,0.9
026026,26,ROBE,1860,..,-37.1628,139.7560,GPS,SA,3.3,4.3,94812,"Robe, SA ",/places/sa/robe/,-37.163,139.756,,,2025-03-24T20:08:10Z,12.3,6:20am,95816,4.4
026091,26,COONAWARRA,1985,..,-37.2906,140.8254,GPS,SA,57.0,57.5,94817,"Coonawarra, SA ",/places/sa/coonawarra/,-37.291,140.825,,,2025-03-24T20:08:10Z,12.1,6:20am,94817,1.9
026095,26,CAPE JAFFA (THE LIMESTONE),1991,..,-36.9655,139.7164,GPS,SA,17.0,18.0,94813,"Unnamed location, SA ",/places/sa/K729/?location=Unnamed location,-36.965,139.716,,,2025-03-24T20:08:10Z,12.4,6:20am,94813,1.8
026099,26,NARACOORTE AERODROME,1998,..,-36.9813,140.7270,GPS,SA,49.7,50.3,94820,"Naracoorte, SA ",/places/sa/naracoorte/,-36.981,140.727,,,2025-03-24T20:08:10Z,8.8,6:20am,94820,2.1
026100,26,PADTHAWAY SOUTH,2000,..,-36.6539,140.5212,GPS,SA,37.0,..,95823,"Glen Roy, SA ",/places/sa/K7KP/?location=Glen Roy,-36.654,140.521,,,2025-03-24T20:08:10Z,9.7,6:20am,95823,2.2
026105,26,ROBE AIRFIELD,2003,..,-37.1776,139.8054,GPS,SA,3.0,3.5,95816,"Waterhouse, SA ",/places/sa/waterhouse/,-37.178,139.805,,,2025-03-24T20:08:10Z,12.3,6:20am,95816,3.3
026117,26,MOUNT GAMBIER AERO (AUTO EVAP),2024,..,-37.7473,140.7739,GPS,SA,63.0,69.0,99340,"Wandilo, SA ",/places/sa/K6V1/?location=Wandilo,-37.747,140.774,,,2025-03-24T20:08:10Z,10.4,6:20am,94821,0.9
027045,27,WEIPA AERO,1972,..,-12.6778,141.9208,GPS,QLD,18.0,18.6,94170,"Weipa, QLD ",/places/qld/weipa/,-12.678,141.921,,,2025-03-24T20:08:10Z,NA,5:40am,94170,2.5
027054,27,COCONUT ISLAND,1987,..,-10.0511,143.0686,GPS,QLD,3.5,4.0,94182,"Unnamed location, QLD ",/places/qld/USNE/?location=Unnamed location,-10.051,143.069,,,2025-03-24T20:08:10Z,27.8,5:40am,94182,2.1
027058,27,HORN ISLAND,1995,..,-10.5844,142.2900,GPS,QLD,4.0,5.0,94174,"Horn, QLD ",/places/qld/UEG2/?location=Horn,-10.584,142.290,,,2025-03-24T20:08:10Z,27.4,5:40am,94174,2.4
027073,27,COEN AIRPORT,2002,..,-13.7606,143.1183,GPS,QLD,159.3,160.1,94183,"Unnamed location, QLD ",/places/qld/U9YC/?location=Unnamed location,-13.761,143.118,,,2025-03-24T20:08:10Z,25.2,5:40am,94183,1.5
027075,27,SCHERGER RAAF,2005,..,-12.6167,142.0869,GPS,QLD,39.3,40.1,94171,"Mission River, QLD ",/places/qld/UDD8/?location=Mission River,-12.617,142.087,,,2025-03-24T20:08:10Z,25.4,5:40am,94171,2.1
027080,27,WEIPA AERO (AUTO EVAP),2024,..,-12.6778,141.9208,GPS,QLD,18.0,18.6,99341,"Weipa, QLD ",/places/qld/weipa/,-12.678,141.921,,,2025-03-24T20:08:10Z,NA,5:40am,94170,2.5
028004,28,PALMERVILLE,1889,..,-15.9999,144.0754,GPS,QLD,203.8,204.7,94276,"Palmerville, QLD ",/places/qld/palmerville/,-16.000,144.075,,,2025-03-24T20:08:10Z,23.6,5:33am,94276,1.3
028008,28,LOCKHART RIVER AIRPORT,1956,..,-12.7850,143.3047,GPS,QLD,18.5,17.8,94186,"Lockhart, QLD ",/places/qld/UDRS/?location=Lockhart,-12.785,143.305,,,2025-03-24T20:08:10Z,25.1,5:40am,94186,2.5
029004,29,BURKETOWN POST OFFICE,1886,..,-17.7425,139.5475,GPS,QLD,5.5,7.5,94259,"Burketown, QLD ",/places/qld/burketown/,-17.742,139.548,,,2025-03-24T20:08:10Z,25.4,5:40am,94260,0.5
029038,29,KOWANYAMA AIRPORT,1912,..,-15.4818,141.7483,GPS,QLD,9.6,10.8,94268,"Kowanyama, QLD ",/places/qld/kowanyama/,-15.482,141.748,,,2025-03-24T20:08:10Z,NA,5:40am,94268,2.3
029039,29,MORNINGTON ISLAND,1914,..,-16.6640,139.1837,GPS,QLD,8.5,..,99116,"Wellesley Islands, QLD ",/places/qld/SPYR/?location=Wellesley Islands,-16.664,139.184,,,2025-03-24T20:08:10Z,NA,5:40am,94254,1.6
029058,29,JULIA CREEK AIRPORT,2001,..,-20.6672,141.7214,GPS,QLD,122.5,123.4,94337,"Julia Creek, QLD ",/places/qld/julia-creek/,-20.667,141.721,,,2025-03-24T20:08:10Z,24.7,5:40am,94337,2.6
029063,29,NORMANTON AIRPORT,2001,..,-17.6872,141.0733,GPS,QLD,18.4,18.9,94266,"Normanton, QLD ",/places/qld/normanton/,-17.687,141.073,,,2025-03-24T20:08:10Z,24.7,5:40am,94266,1.7
029077,29,BURKETOWN AIRPORT,2001,..,-17.7483,139.5356,GPS,QLD,5.7,6.4,94260,"Burketown, QLD ",/places/qld/burketown/,-17.748,139.536,,,2025-03-24T20:08:10Z,25.4,5:40am,94260,0.5
029127,29,MOUNT ISA AERO,1966,..,-20.6778,139.4875,GPS,QLD,340.3,341.0,94332,"Mount Isa, QLD ",/places/qld/mount-isa/,-20.678,139.488,,,2025-03-24T20:08:10Z,24.4,5:40am,94332,NA
029139,29,SWEERS ISLAND,1893,..,-17.1142,139.5981,GPS,QLD,4.0,4.5,94257,"Gulf Of Carpentaria, QLD ",/places/qld/SR8N/?location=Gulf Of Carpentaria,-17.114,139.598,,,2025-03-24T20:08:10Z,NA,5:40am,94254,66.5
029141,29,CLONCURRY AIRPORT,1978,..,-20.6664,140.5050,GPS,QLD,186.0,186.8,94335,"Cloncurry, QLD ",/places/qld/SM7Z/?location=Cloncurry,-20.666,140.505,,,2025-03-24T20:08:10Z,24.3,5:40am,94335,2.7
029167,29,CENTURY MINE,2003,..,-18.7569,138.7056,GPS,QLD,126.8,127.0,94261,"Lawn Hill, QLD ",/places/qld/SNSM/?location=Lawn Hill,-18.757,138.706,,,2025-03-24T20:08:10Z,24.6,5:40am,94261,1.2
029180,29,MOUNT ISA RADAR (TELSTRA HILL),2012,..,-20.7114,139.5553,DEM 9 Sec DTED,QLD,492.0,..,99098,"Unnamed location, QLD ",/places/qld/SJRY/?location=Unnamed location,-20.711,139.555,,,2025-03-24T20:08:10Z,24.4,5:40am,94332,5.2
029181,29,LAKE JULIUS AWS,2013,..,-20.1167,139.7256,GPS,QLD,237.0,..,94348,"Unnamed location, QLD ",/places/qld/SMBD/?location=Unnamed location,-20.117,139.726,,,2025-03-24T20:08:10Z,25.6,5:32am,94348,2.4
029182,29,MORNINGTON ISLAND AIRPORT,2013,..,-16.6620,139.1655,GPS,QLD,9.5,11.5,94254,"Wellesley Islands, QLD ",/places/qld/SPYR/?location=Wellesley Islands,-16.662,139.166,,,2025-03-24T20:08:10Z,NA,5:40am,94254,1.6
